"Date","Name","Issue","Stage","Convocation","Party","text"
2020-06-09,"Курдюмов Александр Борисович","О проекте постановления Государственной Думы № 962720-7 ""Об изменениях в составах некоторых комитетов Государственной Думы и о внесении изменений в постановление Государственной Думы Федерального Собрания Российской Федерации ""О составах комитетов Государственной Думы"" (о депутате И. А. Юмашевой).","Рассмотрение законопроекта в первом чтении","VII Convocation","LDPR","КУРДЮМОВ А. Б., фракция ЛДПР. Уважаемый Вячеслав Викторович, уважаемые коллеги! Предлагаю вашему вниманию проект постановления ""Об изменениях в составах некоторых комитетов Государственной Думы и о внесении изменений в постановление... ""О составах комитетов Государственной Думы"". В постановлении предлагается вывести депутата Государственной Думы Юмашеву Ингу Альбертовну из состава Комитета по международным делам и ввести в состав Комитета по вопросам семьи, женщин и детей. Прошу поддержать."
2020-07-15,"Кашин Владимир Иванович","О проекте федерального закона № 681101-7 ""О внесении изменений в статью 22 Федерального закона ""О безопасном обращении с пестицидами и агрохимикатами"" и Федеральный закон ""О государственном регулировании обеспечения плодородия земель сельскохозяйственного назначения"" (в целях совершенствования правового регулирования отношений в области охраны земель сельскохозяйственного назначения; принят в первом чтении 11 сентября 2019 года с наименованием ""О внесении изменений в отдельные законодательные акты Российской Федерации в части совершенствования правового регулирования отношений в области охраны сельскохозяйственных угодий"").","Рассмотрение законопроекта во втором чтении","VII Convocation","KPRF","КАШИН В. И. Уважаемые товарищи, я прошу поставить на 21-е данную законодательную инициативу для рассмотрения в третьем чтении."
2020-07-22,"Гутенев Владимир Владимирович","О проекте федерального закона № 938240-7 ""О внесении изменения в статью 2 Федерального закона ""О внесении изменений в Федеральный закон ""О промышленной политике в Российской Федерации"" в части регулирования специальных инвестиционных контрактов"" (в части, касающейся заключения специальных инвестиционных контрактов).","Рассмотрение законопроекта во втором чтении","VII Convocation","UR","ГУТЕНЁВ В. В. Уважаемые коллеги, законопроект подготовлен к рассмотрению в третьем чтении, прошёл все необходимые экспертизы, прошу поддержать."
2020-09-15,"Симановский Леонид Яковлевич","О проекте федерального закона № 901821-7 ""О внесении изменений в Федеральный закон ""О применении контрольно-кассовой техники при осуществлении расчётов в Российской Федерации"" (принят в первом чтении 1 апреля 2020 года с наименованием ""О внесении изменений в Федеральный закон ""О применении контрольно-кассовой техники при осуществлении расчётов в Российской Федерации"" в части требований к содержанию кассового чека или бланка строгой отчётности"").","Рассмотрение законопроекта во втором чтении","VII Convocation","UR","СИМАНОВСКИЙ Л. Я., фракция ""ЕДИНАЯ РОССИЯ"". Уважаемый Вячеслав Викторович, уважаемые коллеги! Законопроект был принят в первом чтении 1 апреля текущего года. К нему поступило четыре поправки, которые рекомендованы комитетом к принятию. Прошу поддержать таблицу поправок и принять законопроект во втором чтении. Председательствует Первый заместитель Председателя Государственной Думы А. Д. Жуков"
2020-09-29,"Гетта Антон Александрович","О проекте федерального закона № 418364-7 ""О внесении изменений в часть первую статьи 22 Федерального закона ""О прокуратуре Российской Федерации"" и статью 26 Федерального закона ""О банках и банковской деятельности"" (о наделении прокуратуры полномочиями по получению информации в кредитных организациях)"".","Рассмотрение законопроекта в первом чтении","VII Convocation","UR","ГЕТТА А. А. Алексей Владимирович, вот Юрий Петрович уже сказал про возможных недобросовестных тружеников банковской сферы, которые наверняка есть, но точно так же наверняка и не все чисты на руку в прокурорской отрасли, сфере деятельности, и то, что прокурор субъекта наделён определёнными правами, не только на запрос данных, связанных с банковской тайной, но и другими правами, которыми не наделён обычный, рядовой прокурор, является неким фильтром в отношении тех, кто хочет, извините, так скажем, в угоду каким-то отдельно взятым интересам покошмарить представителей в том числе финансового рынка. Поэтому пока сама даже Генеральная прокуратура не выходит с предложением расширить, дать такое полномочие рядовым прокурорам, считаю, что это защита от возможных противоправных действий представителей правоохранительной системы. Как я уже сказал, это право дано прокурорам субъектов и специализированных прокуратур - как нам кажется, коль скоро Генпрокуратура сама не выступила в защиту, в поддержку этого проекта закона, прокурорам существующих полномочий хватает."
2020-10-13,"Осипов Илья Владимирович","О проекте федерального закона № 938201-7 ""О внесении изменений в статьи 157 и 157-2 Жилищного кодекса Российской Федерации в части регулирования порядка изменения размера платы за коммунальные услуги, предоставленные с нарушением установленных требований"".","Рассмотрение законопроекта во втором чтении","VII Convocation","UR","ОСИПОВ И. В., фракция ""ЕДИНАЯ РОССИЯ"". Уважаемый Александр Дмитриевич, уважаемые коллеги! Комитет по жилищной политике и жилищно-коммунальному хозяйству рассмотрел законопроект. Ко второму чтению поступило четыре поправки, все они одобрены комитетом, сведены в таблицу поправок № 1. Поправок, рекомендованных к отклонению, нет. Комитет предлагает утвердить таблицу поправок и поддержать законопроект во втором чтении. Спасибо за внимание."
2020-10-21,"Крашенинников Павел Владимирович","О проекте федерального конституционного закона № 1024643-7 ""О внесении изменений в Федеральный конституционный закон ""О Конституционном Суде Российской Федерации"" (в части приведения в соответствие с положениями Конституции Российской Федерации).","Рассмотрение законопроекта во втором чтении","VII Convocation","UR","КРАШЕНИННИКОВ П. В. Спасибо. Эта поправка действительно системная. Она, может быть, в прессе и не вызвала острой дискуссии, но среди юристов, конечно, обсуждалась. Мы её обсуждали вплоть до сегодняшнего дня, Юрий Петрович не даст соврать, мы и сегодня с ним эту поправку обсуждали. И конструкция была такая: Конституционный Суд выносит решение, и в тех случаях, когда отменяется какая-то норма, которая была затронута в решениях Верховного Суда, в постановлениях пленума, тогда, в общем-то, предлагается это всё немного подкорректировать. Я сейчас не буду вдаваться в подробности, потому что мы предложили несколько иную редакцию, менее жёсткую, предложили увеличить срок, но по итогам всех консультаций всё-таки приняли решение эту норму не вводить. Соответственно, с точки зрения регламентных процедур, с нашей точки зрения, с учётом того, что поправку 8 в таблице принятых мы не поддержали, в смысле поправку 18... Так вот, с учётом того что поправку 18 мы не поддержали в таблице поправок № 1, мы предлагаем поддержать поправку 8 коллег Коломейцева и Синельщикова. И чтобы юридико-технически всё было красиво, мы ещё сделали маленькую поправку, текст которой раздали здесь, в зале. Поэтому, коллеги, с точки зрения процедуры я предлагаю поправку 8 поддержать."
2020-11-10,"Красов Андрей Леонидович","О проекте федерального закона № 596493-7 ""О внесении изменений в Федеральный закон ""О воинской обязанности и военной службе"" (по вопросу о присвоении воинского звания военнослужащему, являющемуся педагогическим работником; принят в первом чтении 15 июля 2020 года с наименованием ""О внесении изменения в статью 47 Федерального закона ""О воинской обязанности и военной службе"").","Рассмотрение законопроекта во втором чтении","VII Convocation","UR","КРАСОВ А. Л., фракция ""ЕДИНАЯ РОССИЯ"". Уважаемый Иван Иванович, уважаемые коллеги! Законопроект прошёл все необходимые экспертизы, замечаний по законопроекту нет. К нему поступили три поправки, они все включены в таблицу поправок № 1 и рекомендуются комитетом к принятию. Рекомендованных к отклонению поправок нет. Коллеги, просьба поддержать таблицу поправок № 1 и законопроект во втором чтении."
2020-11-25,"Гартунг Валерий Карлович","О проекте федерального закона № 237560-7 ""О внесении изменений в Кодекс Российской Федерации об административных правонарушениях"" (в части усиления административной ответственности в сфере предоставления потребительских займов).","Рассмотрение законопроекта в первом чтении","VII Convocation","SR","ГАРТУНГ В. К. Ну, у меня вопрос к Евгению Борисовичу. Евгений Борисович, вы вот ответили Олегу Анатольевичу, дескать, вносите поправки, но как вы будете защищать пострадавших статьями УК и административного кодекса? Это другой закон. Тогда надо менять название законопроекта и вносить изменения в другие законодательные акты. Но я не об этом. Скажите, пожалуйста, а в чём необходимость внесения вот такой нормы? У нас же есть норма, статья ""Незаконное предпринимательство"". Если бы вы ужесточали ответственность за нарушения в финансовой сфере, я бы понял, но вы говорите о том, что речь идёт о нелегальной деятельности. Это незаконное предпринимательство, это 171-я статья, она есть - зачем мы каждый состав преступлений будем?.. У нас это уже пятый прим 171-й статьи. Так их и 20, и 30 будет... Мы так все виды предпринимательской деятельности будем перечислять? Зачем? Тут же конкуренция норм возникает тогда у нас. В чём смысл? Не проще ли вообще запретить этот вид деятельности?"
2020-11-26,"Фаррахов Айрат Закиевич","О проекте федерального закона № 1027746-7 ""О бюджете Фонда социального страхования Российской Федерации на 2021 год и на плановый период 2022 и 2023 годов"".","Рассмотрение законопроекта в третьем чтении","VII Convocation","UR","ФАРРАХОВ А. З. Уважаемый Вячеслав Викторович, уважаемые коллеги! Проект федерального закона ""О бюджете Фонда социального страхования Российской Федерации на 2021 год и на плановый период..."" подготовлен к третьему чтению. Законопроект прошёл все необходимые экспертизы, со стороны Правового управления Аппарата Государственной Думы замечаний нет. Все материалы размещены в автоматизированной системе. Бюджет Фонда социального страхования сбалансирован. Принятие в третьем чтении проекта федерального закона ""О бюджете Фонда социального страхования..."" позволит своевременно и в полном объёме осуществить финансовое обеспечение установленных законодательством пособий, выплат по обязательному социальному страхованию, а также исполнить все делегированные фонду полномочия государства и, наверное, самое главное, своевременно выдать средства реабилитации инвалидам. Принятие закона ""О бюджете Фонда социального страхования..."" также в полном объёме обеспечит исполнение фондом новых полномочий в соответствии с указом президента от 6 мая 2020 года о предоставлении дополнительных страховых гарантий медицинским работникам в виде единовременной страховой выплаты, а также осуществление специальной социальной выплаты медицинским работникам и работникам стационарных организаций социального обслуживания. При ежегодном обсуждении итогов исполнения бюджета фонда, при подготовке бюджета фонда Комитет по бюджету и налогам уделяет особое внимание вопросам обеспечения инвалидов техническими средствами реабилитации. Важно отметить, что многое удалось сделать, и об этом свидетельствует кратное сокращение обращений по этим вопросам. Вместе с тем с целью дальнейшего повышения эффективности этой работы Комитет по бюджету и налогам предлагает в постановление Государственной Думы ""О Федеральном законе ""О бюджете Фонда социального страхования Российской Федерации на 2021 год и на плановый период..."" включить два дополнительных пункта наряду с пунктом о принятии этого закона: в пункте 1 предлагается рекомендовать правительству ускорить формирование актуального реестра получателей технических средств реабилитации с учётом особенностей в потребностях разных групп получателей, в пункте 2 - рассмотреть вопрос о целесообразности разработки новой методики расчёта потребности на очередной год в средствах федерального бюджета на мероприятия по обеспечению инвалидов техническими средствами реабилитации. Уважаемые коллеги, с учётом изложенного Комитет по бюджету и налогам рекомендует Государственной Думе принять проект федерального закона ""О бюджете Фонда социального страхования Российской Федерации на 2021 год и на плановый период..."" в третьем чтении."
2020-12-09,"Хинштейн Александр Евсеевич","О проекте федерального закона № 1058572-7 ""О внесении изменений в Федеральный закон ""Об информации, информационных технологиях и о защите информации"" и Федеральный закон ""О мерах воздействия на лиц, причастных к нарушениям основополагающих прав и свобод человека, прав и свобод граждан Российской Федерации"" (в целях обеспечения свободы массовой информации).","Рассмотрение законопроекта в первом чтении","VII Convocation","UR","ХИНШТЕЙН А. Е., председатель Комитета Государственной Думы по информационной политике, информационным технологиям и связи, фракция ""ЕДИНАЯ РОССИЯ"". Уважаемый Александр Дмитриевич, уважаемые коллеги! Вашему вниманию предлагается законопроект, подготовленный группой депутатов - членов профильного комитета, комитета по информационной политике, и сенатором Российской Федерации Алексеем Константиновичем Пушковым, возглавляющим аналогичную комиссию в Совете Федерации. Этот законопроект подготовлен нами в связи с обращениями в наш адрес Роскомнадзора, общественных организаций, где выражается глубокая озабоченность ситуацией, которая носит все более и более массовый характер, а именно проявлением интернет-цензуры. Когда аккаунты в социальных сетях, порталы, страницы, каналы в ""YouTube"" российских граждан, российских средств массовой информации блокируются, когда ограничивается доступ к ним по различным признакам и это происходит немотивированно, то есть в отсутствие каких-либо аргументов, - это цензура, то есть ограничение по политическому или иному признаку. При этом важно отметить, что Конституция России устанавливает, что право граждан распространять, собирать информацию является конституционным правом. В связи с этим нами разработан законопроект, который предлагает механизм реагирования на появление фактов интернет-цензуры, которые, повторю, в последнее время возникают всё чаще и чаще, за последние несколько месяцев более 20 таких фактов отмечено, я не буду их перечислять, полагаю, большинству в этом зале о них хорошо известно. Мы предлагаем механизм, при котором государством будет теперь формироваться перечень владельцев ресурсов, причастных к нарушению основополагающих прав и свобод человека, прав и свобод граждан Российской Федерации, в том числе свободы массовой информации. Этот реестр будет вестись Роскомнадзором и формироваться по решениям генерального прокурора или его заместителей, которые, в свою очередь, будут проводить необходимую проверку. При этом важно - в законопроекте это отмечается, - что такие решения генеральный прокурор должен выносить по согласованию с Министерством иностранных дел России. Это сделано для того, чтобы были оценены все внешнеполитические риски, поскольку зачастую, увы, подобные факты интернет-цензуры имеют место со стороны иностранных интернет-площадок. Далее Роскомнадзор включает владельца этого информационного ресурса в соответствующий реестр и направляет ему уведомление, в котором предлагается устранить возникшее нарушение прав и свобод гражданина и человека. Если владелец ресурса не исполняет законное требование Роскомнадзора или вообще его игнорирует, Роскомнадзор получает механизм соответствующего реагирования, в законопроекте перечисляются два механизма, на самом деле есть ещё и третий. Законопроект предусматривает такие меры воздействия на владельцев интернет-ресурсов, грубо попирающих конституционные права и свободы граждан, как замедление сетевого трафика на территории Российской Федерации именно для этого ресурса или полная блокировка. При этом сразу отмечу: мы рассчитываем на то, что полная блокировка как мера воздействия не будет применяться, а станет элементом сдерживания, который заставит многих участников рынка задуматься, стоит ли им прибегать к интернет-цензуре или нет. Ну и кроме того, существует Кодекс об административных правонарушениях, в котором чётко закреплена обязанность отвечать на законные требования и исполнять законные требования Роскомнадзора и содержится ответственность за их неисполнение. Мы полагаем, коллеги, что этот законопроект позволит России создать механизм защиты прав и свобод наших граждан, наших с вами избирателей, защиты прав и свобод российских средств массовой информации, потому что, увы, сегодня, до принятия этого законопроекта что-либо противопоставить тем, кто грубейшим образом попирает наши конституционные права и демонстрирует интернет-цензуру, мы бессильны. Добавлю, что комитет, безусловно, поддерживает данную инициативу, и не только потому, что законопроект подготовлен членами комитета, но и потому, что он полностью соответствует той политике, которую проводит сегодня Российская Федерация и которая направлена на защиту нашего национального суверенитета, на поддержание уважения к правам и свободам человека, уважения к нашей Конституции. Хочешь работать в России - пожалуйста, уважай права, законы, Конституцию; не уважаешь наши права, не уважаешь нашу Конституцию - не работай в России. Рассчитываю на вашу поддержку. Спасибо за внимание."
2020-12-16,"Жириновский Владимир Вольфович","О проекте порядка работы Государственной Думы на 16 декабря 2020 года.",NA,"VII Convocation","LDPR","ЖИРИНОВСКИЙ В. В., руководитель фракции ЛДПР. Вы вчера правильно, Вячеслав Викторович, предложили не выступать от фракции ещё и в третьем чтении, если закон поддерживается. Просто закон от фракции максимум раз в год проходит, и на радостях депутат хочет и в третьем чтении что-то сказать. Но вы всё равно правы. А вот по второму чтению мы уже предлагали внести изменение в Регламент, чтобы депутат выносил на отдельное голосование только одну поправку. Если он 10, 15, 20 поправок выносит и весь зал сидит час-полтора, ну это не годится! И потом, у вас же, у любого депутата в зале есть право предложить прекратить обсуждение - и всё прекращается: пусть он хоть 20 поправок вынесет на отдельное голосование, палата прекращает обсуждение этих поправок, и мы идём дальше. И вот завтра у нас не будет заседания - это правильно сделано, завтра пускай депутаты слушают пресс-конференцию, но ведь о пресс-конференции было известно уже за месяц, за два, мы ведь график друг другу ломаем. Или вот на следующей неделе... (Микрофон отключён.)"
2020-12-22,"Вяткин Дмитрий Федорович","О проекте федерального закона № 1057213-7 ""О внесении изменений в Федеральный закон ""О собраниях, митингах, демонстрациях, шествиях и пикетированиях"" (в целях совершенствования правового регулирования вопросов организации, подготовки и проведения публичных мероприятий).","Рассмотрение законопроекта во втором чтении","VII Convocation","UR","ВЯТКИН Д. Ф. Куринный Алексей Владимирович предлагает кардинально пересмотреть подход к проведению публичных мероприятий двумя этими поправками. Их принятие будет означать, что, даже если, например, в месте проведения публичного мероприятия, которое заявлено в качестве желаемого организаторами, уже проводится другое мероприятие, если там невозможно обеспечить меры безопасности, там всё равно можно будет проводить мероприятие. К чему это может привести, мы все прекрасно себе представляем. При невозможности обеспечить меры безопасности это может привести к весьма печальным последствиям, в том числе к причинению вреда жизни и здоровью людей. Поэтому предлагаем эти поправки отклонить."
2020-12-22,"Куринный Алексей Владимирович","О проекте федерального закона № 1057213-7 ""О внесении изменений в Федеральный закон ""О собраниях, митингах, демонстрациях, шествиях и пикетированиях"" (в целях совершенствования правового регулирования вопросов организации, подготовки и проведения публичных мероприятий).","Рассмотрение законопроекта во втором чтении","VII Convocation","KPRF","КУРИННЫЙ А. В. На самом деле Дмитрий Фёдорович немножечко лукавит. Дело в том, что при проведении митинга невозможно соблюдать социальную дистанцию, поэтому ношение масок является тоже фактически обязательным в соответствии с противоэпидемическими требованиями. Возвращаясь к поправкам 15 и 18. Здесь предлагается исключить из числа тех мероприятий, за которые потом отдельным решением суд может назначить штраф или другую меру ответственности, массовый сбор граждан (он может быть признан судом публичным мероприятием) и поочерёдное проведение одиночных пикетов (они тоже не приносят никаких особых хлопот правоохранительным органам, но очень раздражают действующую власть). Исключая возможность проведения законного мероприятия, даже выражение своего мнения - любым способом - пытаются, или предложено, перевести в разряд публичных мероприятий со всеми вытекающими отсюда последствиями: штрафами, привлечением к ответственности, арестами и, возможно, ещё уголовной ответственностью (но это ещё впереди, мы сегодня ещё будем рассматривать соответствующее предложение опять же Дмитрия Фёдоровича)."
2020-12-22,"Куринный Алексей Владимирович","О проекте федерального закона № 1057230-7 ""О внесении изменений в Федеральный закон ""О собраниях, митингах, демонстрациях, шествиях и пикетированиях"" (в целях совершенствования порядка организации и проведения публичных мероприятий).","Рассмотрение законопроекта во втором чтении","VII Convocation","KPRF","КУРИННЫЙ А. В. Дело в том, что не совсем понятна вот эта граница, 500 человек, с учётом которой будет приниматься решение о сборе средств или не будет приниматься решение о сборе средств. С чем это связано? Почему это связано? И на 100 человек, и на 200 человек требуется, например, звукоусиливающая аппаратура, или какие-то ещё дополнительные меры, или ещё использование чего-то. В чём суть поправок? Суть поправок в том, что если публичное мероприятие проводится, но никаких средств на это публичное мероприятие не собирается ни с кого - ни с иностранных агентов, ни с Госдепа, ни с граждан с непонятными индивидуальными персональными данными, то в этом случае не надо никакой счёт открывать, проводится своими силами. Мы, наша партия, очень часто проводим такие мероприятия и никаких средств не привлекаем, естественно. Вся эта бухгалтерия дополнительная - это не что иное, как попытка в очередной раз ограничить возможность проведения публичного мероприятия и наказать лишний раз за какую-то закорючку. Ну а ещё можно провокацию устроить: забросить деньги от имени какой-нибудь иностранной компании или какого-нибудь лица без гражданства, а потом обвинить в том, что публичное мероприятие проводится, скажем так, на странные деньги. Так вот предлагается, первое, если сбор средств не предполагается, таких счетов не открывать, второе, если такие счета не открывались, об их открытии, закрытии и движении средств на них, естественно, не отчитываться. Нормальная процедура. Собираешь деньги (если ты действительно собираешь) - будь добр отвечать, чтобы там всё соответствовало. Если ты денег не собираешь (а это в подавляющем большинстве случаев происходит, своими силами организовываешь), тогда не надо никаких отчётов, не надо никаких дополнительных бумаг, не надо дополнительной ответственности и дополнительных штрафов - которые Дмитрий Фёдорович в очередной раз, как такой главный защитник режима (или цербер уже, да, есть такое понятие), нам пытается представить как благо."
2020-12-22,"Марданшин Рафаэль Мирхатимович","О проекте федерального закона № 1076382-7 ""О внесении изменения в статью 267 Уголовного кодекса Российской Федерации"" (в части уточнения ответственности за приведение в негодность транспортных средств или путей сообщения).","Рассмотрение законопроекта в первом чтении","VII Convocation","UR","МАРДАНШИН Р. М. Уважаемый Вячеслав Викторович, уважаемые коллеги! Комитет по госстроительству и законодательству всё-таки просит поддержать данный законопроект в первом чтении и в случае его принятия в первом чтении просит для рассмотрение во втором чтении включить его в повестку работы на завтра, на 23 декабря. И если такое решение будет принято, то комитет предлагает установить срок подачи поправок к данному законопроекту до 18 часов сегодняшнего дня, 22 декабря."
2021-01-20,"Альшевских Андрей Геннадьевич","О проекте федерального закона № 1070291-7 ""О внесении изменений в Федеральный закон ""Об образовании в Российской Федерации"" (в части регулирования деятельности образовательных организаций, реализующих образовательные программы дополнительного предпрофессионального, среднего профессионального, высшего образования в области искусств).","Рассмотрение законопроекта в первом чтении","VII Convocation","UR","АЛЬШЕВСКИХ А. Г. ...использоваться данные помещения, так как будет малая заполняемость. Разделяете вы такую озабоченность?"
2021-01-26,"Быков Олег Петрович","О проекте федерального закона № 934618-7 ""О внесении изменений в статьи 19.15-1 и 19.15-2 Кодекса Российской Федерации об административных правонарушениях"" (в части расширения круга лиц, которые освобождаются от административной ответственности за проживание без регистрации и за нарушение правил регистрации по месту пребывания или по месту жительства; принят в первом чтении 16 декабря 2020 года с наименованием ""О внесении изменений в статьи 19.15.1 и 19.15.2 Кодекса Российской Федерации об административных правонарушениях"").","Рассмотрение законопроекта во втором чтении","VII Convocation","UR","БЫКОВ О. П., фракция ""ЕДИНАЯ РОССИЯ"". Уважаемый Иван Иванович, уважаемые коллеги! К законопроекту во втором чтении поступило семь поправок, они содержатся в таблице поправок № 1, рекомендованных ответственным комитетом к принятию. Часть поправок носит исключительно юридико-технический характер, другими поправками дополняется перечень лиц, освобождаемых от административной ответственности за проживание по месту пребывания или по месту жительства без регистрации, а также за нарушение правил регистрации такими категориями лиц, как родные братья и сёстры. Комитет рекомендует принять данный законопроект во втором чтении с учётом поступивших поправок."
